3EDTN;DIREC;82309;2                                                                                                                                                                                     
3EDTN;DIRPEN2;82955;2                                                                                                                                                                                   
3EDTN;DIRTR2;81932;2                                                                                                                                                                                    
3EDTN;DPRCIV3;444;4                                                                                                                                                                                     
3EDTN;FILGJUR;84720;2                                                                                                                                                                                   
3FDTN;DCIVIL3;741;4                                                                                                                                                                                     
3FDTN;DIRADM;84395;2                                                                                                                                                                                    
3FDTN;DIRCONS2;84410;2                                                                                                                                                                                  
3FDTN;DIREC;82734;2                                                                                                                                                                                     
3FDTN;DIRPEN2;84422;2                                                                                                                                                                                   
3FDTN;DIRTR2;82786;2                                                                                                                                                                                    
3FDTN;DPRCIV3;81297;4                                                                                                                                                                                   
3FDTN;FILGJUR;84720;2                                                                                                                                                                                   
4ADTM;DCIVIL4;83088;3                                                                                                                                                                                   
4ADTM;DIREMP2;82734;4                                                                                                                                                                                   
4ADTM;DIRPEN3;82717;2                                                                                                                                                                                   
4ADTM;DIRTRIB;81711;4                                                                                                                                                                                   
4ADTM;DPRCIV4;1975;2                                                                                                                                                                                    
4ADTM;DPROCP1;488;3                                                                                                                                                                                     
4ADTM;MLEPSJ;80124;2                                                                                                                                                                                    
4CDTN;DCIVIL4;1305;3                                                                                                                                                                                    
4CDTN;DIREMP2;83079;4                                                                                                                                                                                   
4CDTN;DIRPEN3;82073;2                                                                                                                                                                                   
4CDTN;DIRTRIB;83216;4                                                                                                                                                                                   
4CDTN;DPRCIV4;82985;2                                                                                                                                                                                   
4CDTN;DPROCP1;684;3                                                                                                                                                                                     
4CDTN;MLEPSJ;80124;2                                                                                                                                                                                    
4DDTN;DCIVIL4;1305;3                                                                                                                                                                                    
4DDTN;DIREMP2;83079;4                                                                                                                                                                                   
4DDTN;DIRPEN3;82073;2                                                                                                                                                                                   
4DDTN;DIRTRIB;83216;4                                                                                                                                                                                   
4DDTN;DPRCIV4;82985;2                                                                                                                                                                                   
4DDTN;DPROCP1;684;3                                                                                                                                                                                     
4DDTN;MLEPSJ;80124;2                                                                                                                                                                                    
5ADTM;DCIVIL5;81297;4                                                                                                                                                                                   
5ADTM;DIRAMB;82698;2                                                                                                                                                                                    
5ADTM;DIREMP3;82734;2                                                                                                                                                                                   
5ADTM;DIRINT;82711;2                                                                                                                                                                                    
5ADTM;DPROCP2;82316;3                                                                                                                                                                                   
5ADTM;PRJUR1CI;83052;3                                                                                                                                                                                  
5ADTM;PRJUR2PE;488;2                                                                                                                                                                                    
5ADTM;PRJUR3TR;1660;2                                                                                                                                                                                   
5BDTN;DCIVIL5;129;4                                                                                                                                                                                     
5BDTN;DIRAMB;84552;2                                                                                                                                                                                    
5BDTN;DIREMP3;82309;2                                                                                                                                                                                   
5BDTN;DIRINT;83298;2                                                                                                                                                                                    
5BDTN;DPROCP2;684;3                                                                                                                                                                                     
5BDTN;PRJUR1CI;1691;3                                                                                                                                                                                   
5BDTN;PRJUR2PE;82717;2                                                                                                                                                                                  
5BDTN;PRJUR3TR;1660;2                                                                                                                                                                                   
5CDTN;DCIVIL5;129;4                                                                                                                                                                                     
5CDTN;DIRAMB;84552;2                                                                                                                                                                                    
5CDTN;DIREMP3;82309;2                                                                                                                                                                                   
5CDTN;DIRINT;83298;2                                                                                                                                                                                    
5CDTN;DPROCP2;684;3                                                                                                                                                                                     
5CDTN;PRJUR1CI;1691;3                                                                                                                                                                                   
5CDTN;PRJUR2PE;82717;2                                                                                                                                                                                  
5CDTN;PRJUR3TR;1660;2                                                                                                                                                                                   
5DDTN;DCIVIL5;81297;4                                                                                                                                                                                   
5DDTN;DIRAMB;84552;2                                                                                                                                                                                    
5DDTN;DIREMP3;82734;2                                                                                                                                                                                   
5DDTN;DIRINT;82711;2                                                                                                                                                                                    
5DDTN;DPROCP2;82934;3                                                                                                                                                                                   
5DDTN;PRJUR1CI;83427;3                                                                                                                                                                                  
5DDTN;PRJUR2PE;84422;2                                                                                                                                                                                  
5DDTN;PRJUR3TR;82786;2                                                                                                                                                                                  
5FDTN;DCIVIL4;81297;4                                                                                                                                                                                   
5FDTN;DIRTRIB2;83216;2                                                                                                                                                                                  
5GDTM;DCIVIL5;81297;4                                                                                                                                                                                   
5GDTM;DIRAMB;82698;2                                                                                                                                                                                    
5GDTM;DIREMP3;82734;2                                                                                                                                                                                   
5GDTM;DIRINT;82711;2                                                                                                                                                                                    
5GDTM;DPROCP2;84422;3                                                                                                                                                                                   
5GDTM;PRJUR1CI;83052;3                                                                                                                                                                                  
5GDTM;PRJUR2PE;82717;2                                                                                                                                                                                  
5GDTM;PRJUR3TR;81932;2                                                                                                                                                                                  
