4MDTN;DPROCP1;82962;3                                                                                                                                                                                   
4MDTN;MLEPSJ;80124;2                                                                                                                                                                                    
4NDTN;DCIVIL4;83473;3                                                                                                                                                                                   
4NDTN;DIREMP2;1405;4                                                                                                                                                                                    
4NDTN;DIRPEN3;82316;2                                                                                                                                                                                   
4NDTN;DIRTRIB;83216;4                                                                                                                                                                                   
4NDTN;DPRCIV4;82299;2                                                                                                                                                                                   
4NDTN;DPROCP1;82962;3                                                                                                                                                                                   
4NDTN;MLEPSJ;80124;2                                                                                                                                                                                    
5LDTM;DCIVIL5;81297;4                                                                                                                                                                                   
5LDTM;DIRAMB;84552;2                                                                                                                                                                                    
5LDTM;DIREMP3;82740;2                                                                                                                                                                                   
5LDTM;DIRINT;82737;2                                                                                                                                                                                    
5LDTM;DPROCP2;82316;3                                                                                                                                                                                   
5LDTM;PRJUR1CI;1691;3                                                                                                                                                                                   
5LDTM;PRJUR2PE;82955;2                                                                                                                                                                                  
5LDTM;PRJUR3TR;82786;2                                                                                                                                                                                  
5MDTN;DCIVIL5;82084;4                                                                                                                                                                                   
5MDTN;DIRAMB;84552;2                                                                                                                                                                                    
5MDTN;DIREMP3;82309;2                                                                                                                                                                                   
5MDTN;DIRINT;83298;2                                                                                                                                                                                    
5MDTN;DPROCP2;82962;3                                                                                                                                                                                   
5MDTN;PRJUR1CI;1691;3                                                                                                                                                                                   
5MDTN;PRJUR2PE;82315;2                                                                                                                                                                                  
5MDTN;PRJUR3TR;82786;2                                                                                                                                                                                  
5NDTN;DCIVIL4;82084;4                                                                                                                                                                                   
5NDTN;MLEPSJ;80124;2                                                                                                                                                                                    
5NDTN;PRJUR2PE;82315;2                                                                                                                                                                                  
